Ruta,Etiqueta Real,Predicción,Carpeta
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2024-05132302.jpg,7,6,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01011942.jpg,6,7,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01040752.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2025-10100552.jpg,7,5,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01151822.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2025-10010802.jpg,7,8,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2024-05131012.jpg,7,8,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01170432.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2024-01131342.jpg,4,5,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2024-05170122.jpg,7,6,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09221212.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2025-09241722.jpg,3,5,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01210622.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09060822.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01141642.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_0\2025-09051102.jpg,0,1,imagenes_clara_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_4\2024-05240852.jpg,4,3,imagenes_oscura_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01010022.jpg,6,7,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2025-09071832.jpg,4,3,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2025-10091822.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2025-09230312.jpg,3,4,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01142252.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2025-09221722.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2025-09081442.jpg,3,4,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09080902.jpg,6,4,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01030942.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-05290852.jpg,6,8,imagenes_oscura_octa_6
